제품명(한글),수입일자,제조국,수출국
신선마늘쫑,2020-12-28,중국,중국
율무,2020-12-28,중국,중국
건조라임잎,2020-12-28,태국,태국
계피,2020-12-28,중국,중국
맥아,2020-12-28,독일,독일
커피생두,2020-12-28,과테말라,과테말라
아보카도,2020-12-28,칠레,칠레
아보카도,2020-12-28,멕시코,멕시코
체리,2020-12-28,칠레,칠레
석류,2020-12-28,미국,미국
라임,2020-12-28,멕시코,멕시코
체리,2020-12-28,칠레,칠레
체리,2020-12-28,칠레,칠레
체리,2020-12-28,칠레,칠레
체리,2020-12-28,칠레,칠레
체리,2020-12-28,칠레,칠레
커피생두,2020-12-28,케냐,케냐
포도,2020-12-28,페루,페루
석류 (5kg),2020-12-28,미국,미국
해바라기씨,2020-12-28,미국,미국
냉동홍고추,2020-12-28,중국,중국
냉동고추,2020-12-28,중국,중국
냉동홍고추,2020-12-28,중국,중국
정향,2020-12-28,탄자니아,싱가포르
신선깐마늘,2020-12-28,중국,중국
토란줄기,2020-12-28,미얀마,미얀마
호두,2020-12-28,미국,미국
냉동홍고추,2020-12-28,중국,중국
브로콜리,2020-12-28,중국,중국
바나나,2020-12-28,콜롬비아,콜롬비아
커피 생두,2020-12-28,에티오피아,에티오피아
바나나,2020-12-28,필리핀,필리핀
바나나,2020-12-28,콜롬비아,콜롬비아
망고,2020-12-28,페루,페루
핑거루트,2020-12-28,태국,태국
골드파인애플 (12KG),2020-12-28,필리핀,필리핀
"바나나(13KG,2020.12.19)",2020-12-28,필리핀,필리핀
양배추,2020-12-28,중국,중국
커피원두,2020-12-28,콜롬비아,콜롬비아
코코넛,2020-12-28,태국,태국
쿨란트로,2020-12-28,태국,태국
생알땅콩,2020-12-28,중국,중국
오렌지,2020-12-28,미국,미국
브루셀스프라우트(방울다다기 양배추),2020-12-28,벨기에,벨기에
아스파라거스(5KG),2020-12-28,페루,페루
망고,2020-12-28,태국,태국
망고(5kg),2020-12-28,태국,태국
신선송로버섯,2020-12-28,이탈리아,이탈리아
체리,2020-12-28,칠레,칠레
망고,2020-12-28,페루,페루
망고,2020-12-28,호주,호주
망고,2020-12-28,페루,페루
샬롯,2020-12-28,태국,태국
체리,2020-12-28,칠레,칠레
체리,2020-12-28,칠레,칠레
바나나 꽃,2020-12-28,태국,태국
체리,2020-12-28,칠레,칠레
체리,2020-12-28,칠레,칠레
체리,2020-12-28,칠레,칠레
체리,2020-12-28,칠레,칠레
아스파라거스,2020-12-28,태국,태국
로즈마리,2020-12-28,이스라엘,이스라엘
타임,2020-12-28,이스라엘,이스라엘
차이브,2020-12-28,이스라엘,이스라엘
망고,2020-12-28,페루,페루
앤다이브(프리셰),2020-12-28,스페인,벨기에
셀러리악,2020-12-28,네덜란드,벨기에
앤다이브(레드),2020-12-28,네덜란드,벨기에
리크,2020-12-28,벨기에,벨기에
코코넛,2020-12-28,태국,태국
파스닙,2020-12-28,벨기에,벨기에
체리,2020-12-28,칠레,칠레
체리,2020-12-28,칠레,칠레
체리,2020-12-28,칠레,칠레
방울다다기 양배추,2020-12-28,벨기에,벨기에
펜넬,2020-12-28,스페인,벨기에
레드 엔다이브,2020-12-28,네덜란드,벨기에
아티초크,2020-12-28,스페인,벨기에
송로버섯,2020-12-28,이탈리아,이탈리아
방울다다기 양배추,2020-12-28,벨기에,벨기에
신선 갈랑갈,2020-12-28,태국,태국
바나나 꽃,2020-12-28,태국,태국
바나나,2020-12-28,태국,태국
프리제(FRISEE),2020-12-28,스페인,벨기에
망고,2020-12-28,베트남,베트남
프리제(FRISEE),2020-12-28,스페인,벨기에
레드 엔다이브,2020-12-28,네덜란드,벨기에
펜넬,2020-12-28,스페인,벨기에
샬롯,2020-12-28,네덜란드,네덜란드
파스니프,2020-12-28,벨기에,벨기에
리크,2020-12-28,벨기에,벨기에
송로버섯,2020-12-28,이탈리아,이탈리아
브로콜리니,2020-12-28,스페인,벨기에
망고,2020-12-28,페루,페루
방울다다기 양배추,2020-12-28,벨기에,벨기에
갈랑갈,2020-12-28,태국,태국
루꼴라,2020-12-28,이스라엘,이스라엘
로즈마리,2020-12-28,이스라엘,이스라엘
아스파라거스 (5KG),2020-12-28,태국,태국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
커피 생두,2020-12-28,브라질,브라질
대파,2020-12-28,중국,중국
흑후추,2020-12-28,베트남,베트남
양상추,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
커피 생두,2020-12-28,브라질,브라질
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선양배추,2020-12-28,중국,중국
신선양배추,2020-12-28,중국,중국
신선양배추,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
당근,2020-12-28,중국,중국
신선깐양파,2020-12-28,중국,중국
냉동부추,2020-12-28,중국,중국
냉동대파,2020-12-28,중국,중국
판단잎,2020-12-28,베트남,베트남
사탕수수,2020-12-28,베트남,베트남
레몬그라스,2020-12-28,베트남,베트남
커피 생두,2020-12-28,케냐,케냐
신선당근,2020-12-28,중국,중국
"포도(열매,신선)",2020-12-28,페루,페루
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
포도,2020-12-28,페루,페루
커피 생두,2020-12-28,에티오피아,에티오피아
망고,2020-12-28,태국,태국
커피 생두,2020-12-28,에티오피아,에티오피아
신선당근,2020-12-28,중국,중국
용과,2020-12-28,베트남,베트남
커피 생두,2020-12-28,케냐,케냐
"파인애플(12KG,2020.12.19)",2020-12-28,필리핀,필리핀
"파인애플(12KG,2020.12.16)",2020-12-28,필리핀,필리핀
"바나나(13KG,2020.12.14)",2020-12-28,필리핀,필리핀
"바나나(13KG,2020.12.14)",2020-12-28,필리핀,필리핀
"바나나(13KG,2020.12.07)",2020-12-28,필리핀,필리핀
"바나나(13KG,2020.12.07)",2020-12-28,필리핀,필리핀
신선마늘쫑,2020-12-28,중국,중국
신선 표고버섯,2020-12-28,중국,중국
블루베리 125G,2020-12-28,칠레,칠레
해바라기씨,2020-12-28,중국,중국
신선 브로콜리,2020-12-28,중국,중국
마늘쫑(8KG),2020-12-28,중국,중국
깐우엉,2020-12-28,중국,중국
깐도라지,2020-12-28,중국,중국
블루베리 (125G),2020-12-28,칠레,칠레
율무,2020-12-28,중국,중국
양배추,2020-12-28,중국,중국
"바나나(13KG,2020.12.07)",2020-12-28,필리핀,필리핀
"바나나(13KG,2020.12.14)",2020-12-28,필리핀,필리핀
"바나나(13KG,2020.12.14)",2020-12-28,필리핀,필리핀
체리,2020-12-28,칠레,칠레
체리,2020-12-28,칠레,칠레
아스파라거스,2020-12-28,에콰도르,미국
커피생두,2020-12-28,브라질,브라질
커피생두,2020-12-28,우간다,우간다
포도,2020-12-28,미국,미국
커피생두,2020-12-28,브라질,브라질
자몽,2020-12-28,미국,미국
바나나,2020-12-28,필리핀,필리핀
석류,2020-12-28,미국,미국
포도,2020-12-28,미국,미국
메로골드,2020-12-28,미국,미국
파인애플,2020-12-28,필리핀,필리핀
냉동홍고추,2020-12-28,중국,중국
바나나,2020-12-28,필리핀,필리핀
바나나,2020-12-28,필리핀,필리핀
석류,2020-12-28,미국,미국
석류,2020-12-28,미국,미국
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
조,2020-12-28,중국,중국
기장,2020-12-28,중국,중국
아보카도,2020-12-28,칠레,칠레
냉동홍고추,2020-12-28,중국,중국
신선브로콜리,2020-12-28,중국,중국
브로콜리,2020-12-28,중국,중국
신선브로콜리,2020-12-28,중국,중국
신선브로콜리,2020-12-28,중국,중국
망고,2020-12-28,태국,태국
망고,2020-12-28,태국,태국
포도,2020-12-28,칠레,칠레
백후추,2020-12-28,베트남,베트남
신선우엉,2020-12-28,중국,중국
신선브로콜리,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선브로콜리,2020-12-28,중국,중국
건표고버섯,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
신선브로콜리,2020-12-28,중국,중국
망고,2020-12-28,태국,태국
커피원두,2020-12-28,콜롬비아,콜롬비아
밤,2020-12-28,중국,중국
아보카도,2020-12-28,멕시코,멕시코
파인애플 (12KG),2020-12-28,필리핀,필리핀
바나나,2020-12-28,필리핀,필리핀
신선대파,2020-12-28,중국,중국
파인애플(15KG),2020-12-28,필리핀,필리핀
망고,2020-12-28,태국,태국
망고,2020-12-28,태국,태국
신선브로콜리,2020-12-28,중국,중국
카르다몸,2020-12-28,과테말라,싱가포르
신선양파,2020-12-28,중국,중국
당근,2020-12-28,중국,중국
커피원두,2020-12-28,브라질,브라질
신선우엉,2020-12-28,중국,중국
바나나,2020-12-28,콜롬비아,콜롬비아
자몽,2020-12-28,미국,미국
포도,2020-12-28,페루,페루
아보카도,2020-12-28,칠레,칠레
신선대파,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
체리,2020-12-28,칠레,칠레
신선당근,2020-12-28,중국,중국
신선당근,2020-12-28,중국,중국
"커피원두(씨앗,건조)",2020-12-28,브라질,캐나다
포도,2020-12-28,미국,미국
블루베리,2020-12-28,칠레,칠레
커피원두,2020-12-28,콜롬비아,캐나다
커피원두,2020-12-28,과테말라,캐나다
포도,2020-12-28,미국,미국
포도,2020-12-28,미국,미국
블루베리,2020-12-28,칠레,칠레
포도,2020-12-28,미국,미국
잔톡실룸 분게아눔(12KG),2020-12-28,중국,중국
망고,2020-12-28,태국,태국
완두콩,2020-12-28,미국,미국
블루베리,2020-12-28,칠레,칠레
레몬,2020-12-28,미국,미국
호두,2020-12-28,미국,미국
블루베리,2020-12-28,칠레,칠레
블루베리,2020-12-28,칠레,칠레
블루베리,2020-12-28,칠레,칠레
신선양파,2020-12-28,중국,중국
냉동부추,2020-12-28,중국,중국
냉동대파,2020-12-28,중국,중국
브로콜리,2020-12-28,중국,중국
오렌지,2020-12-28,미국,미국
포도,2020-12-28,미국,미국
망고,2020-12-28,태국,태국
냉동대파,2020-12-28,중국,중국
망고 6kg,2020-12-28,필리핀,필리핀
포도,2020-12-28,미국,미국
포도,2020-12-28,미국,미국
바나나,2020-12-28,필리핀,필리핀
석류,2020-12-28,미국,미국
커피생두,2020-12-28,콜롬비아,콜롬비아
석류,2020-12-28,미국,미국
포도,2020-12-28,미국,미국
포도,2020-12-28,미국,미국
파인애플,2020-12-28,인도네시아,인도네시아
오렌지,2020-12-28,미국,미국
자몽,2020-12-28,미국,미국
커피원두,2020-12-28,콜롬비아,콜롬비아
포도,2020-12-28,미국,미국
포도,2020-12-28,미국,미국
바나나,2020-12-28,필리핀,필리핀
포도,2020-12-28,미국,미국
석류,2020-12-28,미국,미국
망고,2020-12-28,태국,태국
포도,2020-12-28,미국,미국
망고,2020-12-28,태국,태국
포도(8.6kgs),2020-12-28,미국,미국
망고,2020-12-28,태국,태국
기장,2020-12-28,미국,미국
망고 6kg,2020-12-28,필리핀,필리핀
냉동단호박,2020-12-28,중국,중국
들깨,2020-12-28,중국,중국
냉동홍고추,2020-12-28,중국,중국
신선대파,2020-12-28,중국,중국
바나나,2020-12-28,베트남,베트남
커피원두,2020-12-28,콜롬비아,콜롬비아
커피생두,2020-12-28,브라질,브라질
오렌지,2020-12-28,미국,미국
커피생두,2020-12-28,콜롬비아,콜롬비아
커피생두,2020-12-28,브라질,브라질
포도,2020-12-28,미국,미국
체리,2020-12-28,칠레,칠레
체리,2020-12-28,칠레,칠레
곶감,2020-12-28,중국,중국
포도,2020-12-28,미국,미국
건표고버섯(13KG),2020-12-28,중국,중국
포도 (8.6KG),2020-12-28,미국,미국
석류,2020-12-28,미국,미국
석류,2020-12-28,미국,미국
포도,2020-12-28,미국,미국
포도,2020-12-28,미국,미국
냉동 대파 9KG,2020-12-28,중국,중국
파쇄옥수수,2020-12-28,인도,인도
냉동당근,2020-12-28,중국,중국
냉동 단호박,2020-12-28,중국,중국
냉동잣,2020-12-28,중국,중국
생알땅콩,2020-12-24,중국,중국
냉동대파,2020-12-24,중국,중국
신선 표고버섯,2020-12-24,중국,중국
깐도라지,2020-12-24,중국,중국
건목이버섯,2020-12-24,중국,중국
강낭콩,2020-12-24,중국,중국
블루베리 (125G),2020-12-24,칠레,칠레
아몬드,2020-12-24,미국,미국
신선깐도라지,2020-12-24,중국,중국
깐도라지,2020-12-24,중국,중국
산약/21KG,2020-12-24,중국,중국
냉동곶감,2020-12-24,중국,중국
흰강낭콩,2020-12-24,캐나다,캐나다
포도,2020-12-24,페루,페루
포도,2020-12-24,페루,페루
바나나,2020-12-24,필리핀,필리핀
피스타치오(13.61KGS),2020-12-24,미국,미국
바나나,2020-12-24,필리핀,필리핀
파인애플,2020-12-24,필리핀,필리핀
"바나나(열매,신선)",2020-12-24,필리핀,필리핀
바나나,2020-12-24,필리핀,필리핀
파인애플,2020-12-24,필리핀,필리핀
아니스씨드,2020-12-24,이집트,이집트
케러웨이,2020-12-24,이집트,이집트
망고,2020-12-24,태국,태국
망고,2020-12-24,태국,태국
망고,2020-12-24,태국,태국
망고,2020-12-24,태국,태국
망고,2020-12-24,태국,태국
블루베리(125G),2020-12-24,칠레,칠레
신선비트,2020-12-24,중국,중국
냉동양파,2020-12-24,중국,중국
냉동당근,2020-12-24,중국,중국
깐도라지,2020-12-24,중국,중국
야자열매,2020-12-24,베트남,베트남
리크,2020-12-24,벨기에,벨기에
셀러리악,2020-12-24,네덜란드,벨기에
신선송로버섯,2020-12-24,스페인,스페인
샬롯,2020-12-24,네덜란드,네덜란드
송로버섯,2020-12-24,이탈리아,이탈리아
아스파라거스,2020-12-24,태국,태국
신선부추,2020-12-24,중국,중국
그라비올라,2020-12-24,인도네시아,인도네시아
신선당근,2020-12-24,중국,중국
신선당근,2020-12-24,중국,중국
커피생두,2020-12-24,콜롬비아,콜롬비아
신선당근,2020-12-24,중국,중국
커피원두,2020-12-24,브라질,브라질
망고,2020-12-24,태국,태국
신선대파,2020-12-24,중국,중국
신선당근,2020-12-24,중국,중국
신선양파,2020-12-24,중국,중국
커피생두,2020-12-24,브라질,브라질
커피생두,2020-12-24,브라질,브라질
커피 생두,2020-12-24,콜롬비아,대만
당근,2020-12-24,중국,중국
깐도라지,2020-12-24,중국,중국
깐도라지,2020-12-24,중국,중국
양송이버섯,2020-12-24,중국,중국
들깨,2020-12-24,중국,중국
커피원두,2020-12-24,에티오피아,에티오피아
옥수수(씨앗),2020-12-24,인도,인도
옥수수(씨앗),2020-12-24,인도,인도
냉동 대파 9KG,2020-12-24,중국,중국
냉동 부추,2020-12-24,중국,중국
신선우엉,2020-12-24,중국,중국
들깨,2020-12-24,중국,중국
판다누스잎,2020-12-24,베트남,베트남
사탕수수,2020-12-24,베트남,베트남
팥,2020-12-24,중국,중국
건생강,2020-12-24,중국,중국
페루커피원두,2020-12-24,페루,페루
피스타치오,2020-12-24,미국,미국
신선당근,2020-12-24,중국,중국
신선배추,2020-12-24,중국,중국
들깨,2020-12-24,중국,중국
흰강낭콩,2020-12-24,미국,미국
대두,2020-12-24,러시아,러시아
아스파라거스,2020-12-24,페루,미국
아스파라거스,2020-12-24,에콰도르,미국
흑후추,2020-12-24,인도네시아,인도네시아
파인애플(14.5KG),2020-12-24,필리핀,필리핀
신선양배추,2020-12-24,중국,중국
신선핑거루트,2020-12-24,태국,태국
송로버섯,2020-12-24,이탈리아,이탈리아
유기농 바나나,2020-12-24,페루,페루
흰옥수수,2020-12-24,미국,미국
호두,2020-12-24,미국,미국
커피원두 (생두),2020-12-24,파나마,파나마
기장,2020-12-24,우크라이나,우크라이나
커피원두 (생두),2020-12-24,파나마,파나마
아몬드,2020-12-24,미국,미국
체리,2020-12-24,칠레,칠레
냉동홍고추,2020-12-24,중국,중국
냉동홍고추,2020-12-24,중국,중국
망고,2020-12-24,페루,페루
체리,2020-12-24,칠레,칠레
체리,2020-12-24,칠레,칠레
